mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00121,CA-00589,,COMPATIBLE_NO_EDIT,false,media,When the user presses thebutton inside the site and provides their,body[486,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00122,CA-00590,,COMPATIBLE_NO_EDIT,false,media,Tu Club ideal,body[486]/txbx[0]/p[0,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00123,CA-00591,,REQUIERE_EDIT,false,alta,"location through that flow, the location populates P9 automatically",body[487,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00124,CA-00592,,REQUIERE_EDIT,false,alta,This is not search inference,body[487,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00125,CA-00593,,COMPATIBLE_NO_EDIT,false,media,- it is direct capture from a user interaction.,body[488,,,No change; general routing prose unaffected,Rule 16/17,prose not tied to specific codes
M-00126,CA-00594,,REQUIERE_EDIT,false,alta,Rule 17 - Search-query precedence (multiple competing inferences),body[490]/Heading4,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00127,CA-00595,,REQUIERE_EDIT,false,alta,"When a query combines elements that map to multiple inferences (e.g.,[ yoga Polanco bajar de peso)- a class+ a location+ a goal), the system applies a single precedence:",body[492,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00128,CA-00596,,REQUIERE_EDIT,false,alta,Pt (goal) > P9 (location) > P4 (movement type),body[493,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00129,CA-00597,,REQUIERE_EDIT,false,alta,"Concretely: for the example query, the user lands on the (Bajar de peso) hub (Pl wins) with P9 pre-filled to(Polanco)",body[495,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
M-00130,CA-00598,,REQUIERE_EDIT,false,alta,P4 is not pre-filled because the goal-driven landing overrides the class-driven landing.,body[495,Precedence/inference now references Q-codes (Q4 goal > Q16 location > ...),spec §3 / Rule 16-17,Recode P-codes to Q-codes and refresh inferred-vocabulary list (goal/location/movement -> Q4/Q15-Q16/Q5-Q6),Rule 16 / Rule 17,P1>P9>P4 precedence -> Q4>Q16>Q5/Q6; vocabulary list edited
