mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00571,CA-01248,,COMPATIBLE_NO_EDIT,false,media,(Volver a tu experiencia ideal],body[1322,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00572,CA-01249,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1322,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00573,CA-01250,,COMPATIBLE_NO_EDIT,false,media,(volver a tu experiencia ideal],body[1324,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00574,CA-01251,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1324,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00575,CA-01253,,COMPATIBLE_NO_EDIT,false,media,Landing on an article does not allow inferring questionnaire variables.,body[1331,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00576,CA-01254,,COMPATIBLE_NO_EDIT,false,media,StateQuestionnaireContextual menu,body[1333,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00577,CA-01255,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1337,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00578,CA-01256,,COMPATIBLE_NO_EDIT,false,media,no club selected • no inferred location,body[1337,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00579,CA-01257,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00580,CA-01258,,COMPATIBLE_NO_EDIT,false,media,no club selected,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00581,CA-01259,,COMPATIBLE_NO_EDIT,false,media,with inferred location,body[1339,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00582,CA-01260,,COMPATIBLE_NO_EDIT,false,media,No questionnaire,body[1341,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00583,CA-01261,,COMPATIBLE_NO_EDIT,false,media,with club selected,body[1341,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00584,CA-01264,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1348,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00585,CA-01265,,REQUIERE_EDIT,false,media,10 questions with P8 and P9 pre-filled and editable (12 if weight loss),body[1351,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00586,CA-01266,,REQUIERE_EDIT,false,media,10 standard questions (12 if weight loss),body[1353,,,Recompute matrix cell: P-codes->Q-codes and/or question counts,Part 5 matrix cell,cell references questionnaire codes/counts
M-00587,CA-01275,,COMPATIBLE_NO_EDIT,false,media,Disena tu experiencia Agenda tu visita guiada,body[1366]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00588,CA-01276,,COMPATIBLE_NO_EDIT,false,media,(Volver a tu experiencia ideal],body[1368,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00589,CA-01277,,COMPATIBLE_NO_EDIT,false,media,( Agenda tu visi ta guiada],body[1368,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00590,CA-01278,,COMPATIBLE_NO_EDIT,false,media,(volver a tu experiencia ideal],body[1370,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00591,CA-01279,,COMPATIBLE_NO_EDIT,false,media,(Agenda tu visi ta guiada],body[1370,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00592,CA-01289,,COMPATIBLE_NO_EDIT,false,media,No questionnaireThe assistant answers questions,body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00593,CA-01290,,COMPATIBLE_NO_EDIT,false,media,"If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides",body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00594,CA-01291,,COMPATIBLE_NO_EDIT,false,media,"Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor).",body[1382,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00595,CA-01294,,COMPATIBLE_NO_EDIT,false,media,Volver a tu experiencia ideal,body[1389]/txbx[0]/p[0,,,No change; cell not tied to codes/counts,Part 5 matrix cell,toca=true via state mention but no code/count edit needed
M-00596,CA-01303,,REQUIERE_EDIT,false,media,Behavior: the system does not prompt repeatedly,body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00597,CA-01304,,REQUIERE_EDIT,false,media,The user lands on Home with the (Tu Club ideal) flow opened in capture mode (PS+ P9 manual entry),body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00598,CA-01305,,REQUIERE_EDIT,false,media,A non-intrusive notice explains that,body[1409,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00599,CA-01316,,REQUIERE_EDIT,false,media,Behavior: P9 falls back to a free-text input with looser validation,body[1418,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
M-00600,CA-01317,,REQUIERE_EDIT,false,media,The user can submit a neighborhood or city name typed by hand,body[1418,,,Update abandon mid-flow thresholds to new counts (16/17/19/20),Part 6 abandon mid-flow,threshold tied to question count
