mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00841,,CB-00181,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clea,spec HIIT,Add to v4.2: HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardi,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00842,,CB-00182,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit,spec SIT,Add to v4.2: Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00843,,CB-00183,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa.",spec SIT,"Add to v4.2: SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa.",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00844,,CB-00184,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o muy ligera 2–4 min · 4–8 rondas · sesión total 15–25 min incluyendo calentamiento y enfriamiento extensos · 1–2 sesiones por semana máximo.",spec SIT,"Add to v4.2: SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o ",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00845,,CB-00185,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints linea,spec SIT,Add to v4.2: SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfue,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00846,,CB-00186,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–15 s al 100% / 90 s recuperación x 6–10 · remo all-out 250 m / 3 min recuperación x 4–6 · sprints lineales 60–100 m con caminata de regreso. Duración 10–25 min.,spec SIT,Add to v4.2: SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–1,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00847,,CB-00187,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto calórico alto en tiempo muy corto · mejora del poder máximo · efecto EPOC pronunciado · sirve para deportistas que necesitan capacidad anaeróbica.,spec SIT,Add to v4.2: SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00848,,CB-00188,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · meta 'Mejorar condición y aguante' en su forma más extrema · sin contraindicación cardiovascular.,spec SIT,Add to v4.2: SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00849,,CB-00189,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fat",spec SIT,Add to v4.2: SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00850,,CB-00190,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT,spec Rule 38 map,Add to v4.2: Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT,Rule 38 + Part 3 mapping,NUEVA via node T26; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
