mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00241,CA-00709,CB-00196,REQUIERE_REEMPLAZO,false,alta,JournalNone,body[622,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00242,CA-00710,CB-00196,REQUIERE_REEMPLAZO,false,alta,"HomeNone from landing, but Pl or P9 may be inferred from the external search per Rule16",body[624,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00243,CA-00711,CB-00196,REQUIERE_REEMPLAZO,false,alta,"In addition: if the user arrived via an external search with a specific location, P8 and P9 are pre-filled with the inferred location on any page where they apply.",body[627,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 an",spec §5.2,"Replace pre-fill matrix with new Rule 20 (Q-codes, renamed Estética corporal hub, new individual-training landings)",Rule 20,full table replacement incl Tonificar->Estética corporal rename
M-00244,CA-00712,CB-00016,REQUIERE_EDIT,true,alta,Rule 21-Dual-goal selection only when one of them is weight loss,body[628]/Heading4,Q4 question copy: ¿Qué buscas?,spec Q4,Update: Q4 is always multi-select max 2 (drop weight-loss-only condition for dual goal),Rule 21,Legacy P1 was single-select yet Rule 21 allowed dual goal only with weight loss -> internal tension; resolved by Q4 multi max2. adjacent: see Rule 18 P1 Single-select.
M-00245,CA-00713,CB-00016,REQUIERE_EDIT,false,alta,P1 (goal) is single-select except when the user wants to add Ba jarde peso as a second goal,body[629,Q4 question copy: ¿Qué buscas?,spec Q4,Update: Q4 is always multi-select max 2 (drop weight-loss-only condition for dual goal),Rule 21,Q4 multi max2 always
M-00246,CA-00714,CB-00016,REQUIERE_EDIT,false,alta,"In that case, two goals can be selected: the primary one plus Ba jarde peso",body[629,Q4 question copy: ¿Qué buscas?,spec Q4,Update: Q4 is always multi-select max 2 (drop weight-loss-only condition for dual goal),Rule 21,Q4 multi max2 always
M-00247,CA-00715,CB-00016,REQUIERE_EDIT,false,alta,"In every other combination, P1 remains single-select.",body[629,Q4 question copy: ¿Qué buscas?,spec Q4,Update: Q4 is always multi-select max 2 (drop weight-loss-only condition for dual goal),Rule 21,Q4 multi max2 always
M-00248,CA-00724,,COMPATIBLE_NO_EDIT,false,alta,button - when it appears and how it behaves,body[636]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00249,CA-00725,,COMPATIBLE_NO_EDIT,false,alta,button appears in the contextual menu when:,body[637,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00250,CA-00726,,COMPATIBLE_NO_EDIT,false,alta,Tu Club ideal,body[637]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00251,CA-00727,,COMPATIBLE_NO_EDIT,false,alta,"The user is on a page that is not an individual club page, and",body[639,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00252,CA-00728,,COMPATIBLE_NO_EDIT,false,alta,The user is not inside their ideal-experience flow.,body[640,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00253,CA-00729,,COMPATIBLE_NO_EDIT,false,alta,"On individual club pages, Tu Club ideal does not appear because the user is already at a club.",body[641,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00254,CA-00730,,COMPATIBLE_NO_EDIT,false,alta,"Instead, 0tros clubes en tu ciudad (Other clubs in your city) or (Other clubs in the area) may appear, depending on Rule 24.",body[642,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00255,CA-00731,,COMPATIBLE_NO_EDIT,false,alta,0tros clubes en elarea,body[642]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00256,CA-00734,,COMPATIBLE_NO_EDIT,false,baja,"No location inferredThe system prompts the user with questionnaire questions PS and P9 (geography intent: home, work, school, other; then city/ neighborhood/ ZIP).",body[647,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00257,CA-00735,,COMPATIBLE_NO_EDIT,false,baja,Location inferred from The system presents PS and P9 pre-filled with the inferred location,body[649,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00258,CA-00736,,COMPATIBLE_NO_EDIT,false,baja,The user external searchcan confirm or change.,body[649,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00259,CA-00738,,COMPATIBLE_NO_EDIT,false,alta,Rule 24 -,body[655]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00260,CA-00739,,COMPATIBLE_NO_EDIT,false,alta,Otros clubes,body[655]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00261,CA-00740,,COMPATIBLE_NO_EDIT,false,alta,The,body[656,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00262,CA-00741,,COMPATIBLE_NO_EDIT,false,alta,0tros clubes,body[656]/txbx[0]/p[0,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00263,CA-00742,,COMPATIBLE_NO_EDIT,false,alta,on three factors:,body[657,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00264,CA-00743,,COMPATIBLE_NO_EDIT,false,alta,button - when it appears and how it behaves,body[658]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00265,CA-00744,,COMPATIBLE_NO_EDIT,false,alta,button only appears on individual club pages,body[659,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00266,CA-00745,,COMPATIBLE_NO_EDIT,false,alta,Its label and behavior depend,body[659,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00267,CA-00754,,COMPATIBLE_NO_EDIT,false,baja,Factor 2 - Whether the user has already explicitly chosen a club via the questionnaire,body[672,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00268,CA-00755,,COMPATIBLE_NO_EDIT,false,baja,Factor 3,body[672,,,No change identified,(general),flagged questionnaire-adjacent; no edit
M-00269,CA-00757,,COMPATIBLE_NO_EDIT,false,alta,Button behavior:,body[674]/Heading4,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00270,CA-00758,,COMPATIBLE_NO_EDIT,false,alta,City typeUser state,body[677,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
