mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00271,CA-00759,,COMPATIBLE_NO_EDIT,false,alta,( CIUDAD-Any,body[679,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00272,CA-00760,,COMPATIBLE_NO_EDIT,false,alta,:D,body[680,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00273,CA-00761,,COMPATIBLE_NO_EDIT,false,alta,Button labelAction on press,body[681,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00274,CA-00762,,COMPATIBLE_NO_EDIT,false,alta,The button does not appear,body[683,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00275,CA-00763,,COMPATIBLE_NO_EDIT,false,alta,(CIUDAD-POCOS],body[689,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00276,CA-00764,,COMPATIBLE_NO_EDIT,false,alta,(CIUDAD-,body[692,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00277,CA-00765,,COMPATIBLE_NO_EDIT,false,alta,ZMVM),body[693,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00278,CA-00766,,COMPATIBLE_NO_EDIT,false,alta,Any,body[694,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00279,CA-00767,,COMPATIBLE_NO_EDIT,false,alta,"User has a club identified (by landing, by selection, or by inference)",body[699,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00280,CA-00768,,COMPATIBLE_NO_EDIT,false,alta,(Otros clubes en tu ciudad],body[702,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
M-00281,CA-00769,,COMPATIBLE_NO_EDIT,false,alta,(otros clubes en elarea],body[704,,,No change (Rules 22-31/33 text protected by §6). Rule 38 adds Tu rutina individual separately,Rules 22-31/33,review-only; Rule 38 handles solo-state menu label
